Accession,Pangolin,PangoVersions,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
OZ290014.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290015.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290016.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290017.1,A.29,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29896,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290018.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29902,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290019.1,Q.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290020.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290021.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290022.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290023.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290025.1,B.1.177,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29897,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290026.1,B.1.177,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290027.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290028.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290029.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290030.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290031.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290032.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290033.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29902,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290034.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290036.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290037.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290038.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290039.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29902,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290041.1,B.1.221,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290042.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290043.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290044.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290045.1,B.1.221,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290104.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
OZ290129.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29893,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-07,2025-07-31
PQ964372.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,"USA: New York, Brooklyn",USA,Homo sapiens,2021-03-07,2025-01-22
PQ964420.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29762,complete,USA: New York,USA,Homo sapiens,2021-03-07,2025-01-22
PQ964482.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29761,complete,"USA: New York, New York",USA,Homo sapiens,2021-03-07,2025-01-22
PQ964513.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29698,complete,"USA: New York, New York",USA,Homo sapiens,2021-03-07,2025-01-22
PQ964525.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29694,partial,USA: New York,USA,Homo sapiens,2021-03-07,2025-01-22
PQ966907.1,B.1.1.519,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29770,partial,USA: New York,USA,Homo sapiens,2021-03-07,2025-01-22
PQ966978.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29762,complete,USA: New York,USA,Homo sapiens,2021-03-07,2025-01-22
PQ967013.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New York,USA,Homo sapiens,2021-03-07,2025-01-22
PQ967298.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,complete,USA: New York,USA,Homo sapiens,2021-03-07,2025-01-22
PQ969424.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969425.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29781,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969426.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969427.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29825,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969428.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969429.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969430.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969431.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969650.1,B.1.160,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29804,complete,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969651.1,C.16,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29805,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969697.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969699.1,B.1.351,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29824,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969700.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969752.1,B.1.351,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ969755.1,B.1.351,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29831,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ971982.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29823,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ971983.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29821,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ974130.1,C.16,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29843,partial,France,France,Homo sapiens,2021-03-07,2025-01-22
PQ999480.1,B.1.427,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29770,partial,"Mexico: Yucatan, Peto",Mexico,Homo sapiens,2021-03-07,2025-01-22
PQ860826.1,B.1.1.368,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29731,partial,USA: New York,USA,Homo sapiens,2021-03-07,2025-01-10
PQ851507.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,partial,USA: New York,USA,Homo sapiens,2021-03-07,2025-01-08
PQ632173.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29726,partial,USA: New York,USA,Homo sapiens,2021-03-07,2024-11-21
PQ617422.1,B.1.234,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29778,complete,USA,USA,Homo sapiens,2021-03-07,2024-11-19
PX058692.1,B.1.1.519,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29696,complete,"Mexico: Yucatan, Espita",Mexico,Homo sapiens,2021-03-08,2025-08-01
OZ289686.1,B.1.177.81,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289688.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29872,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289692.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289693.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289697.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29902,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289706.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29893,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289707.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289708.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29885,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289709.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29893,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289710.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29883,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289711.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29886,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289712.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289713.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29883,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289714.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289715.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289726.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289731.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289732.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29906,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289734.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289738.1,B.1.160,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ289740.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290094.1,B.1.177.81,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290095.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29885,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290096.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290100.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290101.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290103.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290105.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290106.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290108.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290111.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29893,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290112.1,B.1.160,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290115.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29902,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290117.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290121.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29901,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290123.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29902,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290124.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29885,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290127.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290128.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290130.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29893,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
OZ290131.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-03-08,2025-07-31
PV201811.1,B.1.427,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29778,complete,USA,USA,Homo sapiens,2021-03-08,2025-02-28
PV001911.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001912.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001914.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29770,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001916.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001922.1,B.1.1.519,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29771,complete,"USA: New Jersey, Ocean Medical Center",USA,Homo sapiens,2021-03-08,2025-01-23
PV001948.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29761,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001956.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001957.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001958.1,B.1.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29771,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001961.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001963.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001964.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001965.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001967.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001972.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001988.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001989.1,B.1.429,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29767,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001990.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001992.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29760,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001994.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29772,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001995.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001996.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29709,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001997.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV001998.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002003.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002008.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29760,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002012.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002013.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29751,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002030.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29725,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002034.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29716,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002059.1,B.1.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002060.1,B.1.243,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002063.1,B.1.243,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002077.1,B.1.575,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002111.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29761,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002112.1,B.1.526,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29761,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002114.1,B.1.243,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29771,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002115.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002116.1,B.1.243,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29771,complete,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
PV002125.1,B.1.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29752,partial,USA: New Jersey,USA,Homo sapiens,2021-03-08,2025-01-23
